category,city,customer_id,order_date,order_id,price,product_name,quantity,status,total_amount,year,month,day
Clothing,Cantho,CUST0604,2024-09-05,ORD007605,671.16,Product_71,1,completed,671.16,2024,9,5
Electronics,Cantho,CUST0621,2024-11-18,ORD007606,539.77,Product_9,2,cancelled,1079.54,2024,11,18
Toys,HCM,CUST0556,2024-01-10,ORD007607,48.77,Product_26,5,cancelled,243.85000000000002,2024,1,10
Food,Haiphong,CUST0734,2024-09-09,ORD007608,773.73,Product_41,5,pending,3868.65,2024,9,9
Food,HCM,CUST0397,2024-02-10,ORD007609,880.42,Product_19,1,cancelled,880.42,2024,2,10
Toys,Hanoi,CUST0073,2024-11-29,ORD007610,177.47,Product_84,6,pending,1064.82,2024,11,29
Electronics,Haiphong,CUST0657,2024-02-28,ORD007611,487.88,Product_14,3,completed,1463.6399999999999,2024,2,28
Books,Danang,CUST0996,2024-02-10,ORD007612,891.84,Product_55,1,pending,891.84,2024,2,10
Toys,HCM,CUST0241,2024-09-10,ORD007613,836.11,Product_8,2,cancelled,1672.22,2024,9,10
Toys,HCM,CUST0966,2024-07-24,ORD007614,254.04,Product_1,7,completed,1778.28,2024,7,24
Clothing,Hanoi,CUST0221,2024-03-11,ORD007615,608.44,Product_46,3,completed,1825.3200000000002,2024,3,11
Electronics,Cantho,CUST0408,2024-05-23,ORD007616,919.84,Product_3,2,cancelled,1839.68,2024,5,23
Clothing,Haiphong,CUST0573,2024-02-15,ORD007617,580.8,Product_90,5,completed,2904.0,2024,2,15
Toys,HCM,CUST0561,2024-12-24,ORD007618,267.32,Product_95,7,cancelled,1871.24,2024,12,24
Electronics,HCM,CUST0113,2024-09-25,ORD007619,467.93,Product_45,6,completed,2807.58,2024,9,25
Toys,Hanoi,CUST0200,2024-08-11,ORD007620,134.29,Product_88,10,cancelled,1342.8999999999999,2024,8,11
Electronics,Haiphong,CUST0381,2024-03-11,ORD007621,606.06,Product_65,4,pending,2424.24,2024,3,11
Food,Cantho,CUST0359,2024-09-30,ORD007622,536.52,Product_2,10,pending,5365.2,2024,9,30
Books,Hanoi,CUST0994,2024-11-07,ORD007623,627.75,Product_10,9,completed,5649.75,2024,11,7
Toys,Cantho,CUST0012,2024-06-28,ORD007624,701.36,Product_71,4,cancelled,2805.44,2024,6,28
Books,HCM,CUST0483,2024-12-12,ORD007625,607.21,Product_81,3,completed,1821.63,2024,12,12
Electronics,Haiphong,CUST0237,2024-12-23,ORD007626,895.79,Product_21,10,cancelled,8957.9,2024,12,23
Books,Cantho,CUST0262,2024-04-29,ORD007627,67.46,Product_18,6,completed,404.76,2024,4,29
Clothing,Hanoi,CUST0151,2024-08-23,ORD007628,361.26,Product_71,5,pending,1806.3,2024,8,23
Food,HCM,CUST0777,2024-11-14,ORD007629,26.81,Product_28,9,completed,241.29,2024,11,14
Clothing,HCM,CUST0189,2024-12-16,ORD007630,904.35,Product_80,5,pending,4521.75,2024,12,16
Books,Haiphong,CUST0545,2024-07-29,ORD007631,361.02,Product_23,9,cancelled,3249.18,2024,7,29
Toys,Haiphong,CUST0050,2024-07-09,ORD007632,421.89,Product_46,1,pending,421.89,2024,7,9
Books,Cantho,CUST0560,2024-11-27,ORD007633,402.6,Product_55,1,cancelled,402.6,2024,11,27
Clothing,Haiphong,CUST0889,2024-06-17,ORD007634,728.56,Product_96,1,pending,728.56,2024,6,17
Electronics,Cantho,CUST0355,2024-03-05,ORD007635,160.7,Product_61,9,pending,1446.3,2024,3,5
Clothing,HCM,CUST0889,2024-11-24,ORD007636,761.92,Product_28,5,cancelled,3809.6,2024,11,24
Electronics,Hanoi,CUST0600,2024-02-18,ORD007637,889.37,Product_55,5,cancelled,4446.85,2024,2,18
Electronics,Danang,CUST0982,2024-10-19,ORD007638,322.98,Product_20,3,completed,968.94,2024,10,19
Clothing,Haiphong,CUST0606,2024-07-19,ORD007639,970.86,Product_51,6,completed,5825.16,2024,7,19
Electronics,HCM,CUST0748,2024-08-29,ORD007640,294.64,Product_99,3,pending,883.92,2024,8,29
Food,Hanoi,CUST0222,2024-12-25,ORD007641,812.13,Product_92,3,cancelled,2436.39,2024,12,25
Food,Danang,CUST0110,2024-02-21,ORD007642,70.16,Product_22,5,pending,350.79999999999995,2024,2,21
Clothing,Danang,CUST0522,2024-06-17,ORD007643,886.4,Product_73,9,pending,7977.599999999999,2024,6,17
Clothing,HCM,CUST0261,2024-10-21,ORD007644,277.93,Product_97,2,pending,555.86,2024,10,21
Toys,Danang,CUST0752,2024-01-29,ORD007645,679.0,Product_77,1,completed,679.0,2024,1,29
Clothing,Hanoi,CUST0561,2024-07-15,ORD007646,20.83,Product_50,6,completed,124.97999999999999,2024,7,15
Food,Haiphong,CUST0047,2024-07-22,ORD007647,654.91,Product_25,1,cancelled,654.91,2024,7,22
Books,Hanoi,CUST0841,2024-11-29,ORD007648,463.3,Product_83,9,completed,4169.7,2024,11,29
Toys,Cantho,CUST0740,2024-03-09,ORD007649,264.04,Product_29,5,pending,1320.2,2024,3,9
Books,Haiphong,CUST0679,2024-06-20,ORD007650,956.42,Product_55,1,pending,956.42,2024,6,20
Clothing,Hanoi,CUST0115,2024-04-20,ORD007651,361.9,Product_2,10,completed,3619.0,2024,4,20
Electronics,Haiphong,CUST0707,2024-12-23,ORD007652,312.14,Product_94,1,pending,312.14,2024,12,23
Books,Cantho,CUST0050,2024-06-05,ORD007653,191.44,Product_41,3,pending,574.3199999999999,2024,6,5
Electronics,Haiphong,CUST0928,2024-06-17,ORD007654,408.6,Product_33,3,cancelled,1225.8000000000002,2024,6,17
Electronics,Cantho,CUST0351,2024-11-01,ORD007655,502.75,Product_6,1,completed,502.75,2024,11,1
Food,Cantho,CUST0582,2024-01-23,ORD007656,163.47,Product_75,9,completed,1471.23,2024,1,23
Food,Hanoi,CUST0247,2024-07-06,ORD007657,989.66,Product_57,1,cancelled,989.66,2024,7,6
Food,Danang,CUST0254,2024-02-28,ORD007658,568.09,Product_91,2,completed,1136.18,2024,2,28
Books,HCM,CUST0675,2024-08-13,ORD007659,766.25,Product_78,4,completed,3065.0,2024,8,13
Toys,Danang,CUST0963,2024-12-13,ORD007660,730.48,Product_68,2,pending,1460.96,2024,12,13
Toys,HCM,CUST0568,2024-03-09,ORD007661,636.15,Product_23,8,completed,5089.2,2024,3,9
Food,Cantho,CUST0971,2024-10-01,ORD007662,792.91,Product_20,9,pending,7136.19,2024,10,1
Books,Danang,CUST0529,2024-11-19,ORD007663,814.88,Product_36,2,completed,1629.76,2024,11,19
Electronics,Cantho,CUST0508,2024-05-10,ORD007664,508.43,Product_23,9,pending,4575.87,2024,5,10
Toys,Hanoi,CUST0605,2024-11-20,ORD007665,478.59,Product_49,5,completed,2392.95,2024,11,20
Food,Hanoi,CUST0455,2024-11-29,ORD007666,501.26,Product_9,10,cancelled,5012.6,2024,11,29
Electronics,Hanoi,CUST0682,2024-05-03,ORD007667,462.39,Product_5,10,pending,4623.9,2024,5,3
Food,Danang,CUST0299,2024-11-14,ORD007668,933.26,Product_30,7,cancelled,6532.82,2024,11,14
Electronics,Haiphong,CUST0359,2024-07-14,ORD007669,817.15,Product_73,1,pending,817.15,2024,7,14
Electronics,Danang,CUST0975,2024-09-28,ORD007670,50.4,Product_53,4,cancelled,201.6,2024,9,28
Toys,HCM,CUST0834,2024-03-10,ORD007671,484.85,Product_90,1,pending,484.85,2024,3,10
Clothing,Danang,CUST0604,2024-04-07,ORD007672,718.08,Product_2,8,cancelled,5744.64,2024,4,7
Electronics,HCM,CUST0449,2024-12-28,ORD007673,646.0,Product_64,1,completed,646.0,2024,12,28
Electronics,Cantho,CUST0791,2024-12-08,ORD007674,325.93,Product_54,7,pending,2281.51,2024,12,8
Toys,Haiphong,CUST0317,2024-01-09,ORD007675,651.04,Product_62,10,cancelled,6510.4,2024,1,9
Books,Danang,CUST0870,2024-08-11,ORD007676,741.21,Product_72,2,completed,1482.42,2024,8,11
Food,HCM,CUST0946,2024-10-14,ORD007677,57.37,Product_73,10,completed,573.6999999999999,2024,10,14
Toys,Hanoi,CUST0086,2024-05-21,ORD007678,702.67,Product_29,8,completed,5621.36,2024,5,21
Food,Danang,CUST0146,2024-11-18,ORD007679,791.01,Product_77,5,cancelled,3955.05,2024,11,18
Toys,Danang,CUST0149,2024-02-10,ORD007680,77.33,Product_21,9,pending,695.97,2024,2,10
Books,Hanoi,CUST0353,2024-04-02,ORD007681,86.8,Product_23,10,completed,868.0,2024,4,2
Food,HCM,CUST0909,2024-12-27,ORD007682,145.92,Product_35,10,cancelled,1459.1999999999998,2024,12,27
Books,Haiphong,CUST0632,2024-07-24,ORD007683,156.56,Product_15,6,completed,939.36,2024,7,24
Toys,HCM,CUST0064,2024-06-07,ORD007684,441.12,Product_6,9,completed,3970.08,2024,6,7
Food,HCM,CUST0452,2024-02-03,ORD007685,661.59,Product_59,5,cancelled,3307.9500000000003,2024,2,3
Books,HCM,CUST0721,2024-12-28,ORD007686,713.28,Product_31,9,pending,6419.5199999999995,2024,12,28
Toys,HCM,CUST0774,2024-07-28,ORD007687,604.87,Product_56,6,cancelled,3629.2200000000003,2024,7,28
Food,Hanoi,CUST0977,2024-08-09,ORD007688,118.54,Product_57,4,completed,474.16,2024,8,9
Books,HCM,CUST0966,2024-05-23,ORD007689,759.15,Product_2,3,completed,2277.45,2024,5,23
Clothing,Hanoi,CUST0441,2024-08-07,ORD007690,184.81,Product_56,8,cancelled,1478.48,2024,8,7
Books,Hanoi,CUST0246,2024-10-21,ORD007691,873.98,Product_96,2,cancelled,1747.96,2024,10,21
Toys,Cantho,CUST0036,2024-04-11,ORD007692,223.69,Product_34,2,completed,447.38,2024,4,11
Toys,Haiphong,CUST0639,2024-12-18,ORD007693,51.07,Product_95,2,cancelled,102.14,2024,12,18
Toys,HCM,CUST0858,2024-08-14,ORD007694,640.21,Product_58,2,completed,1280.42,2024,8,14
Books,Hanoi,CUST0617,2024-08-06,ORD007695,672.17,Product_85,4,completed,2688.68,2024,8,6
Books,Cantho,CUST0714,2024-01-15,ORD007696,489.91,Product_59,7,cancelled,3429.3700000000003,2024,1,15
Books,HCM,CUST0735,2024-01-01,ORD007697,195.46,Product_63,1,completed,195.46,2024,1,1
Clothing,Danang,CUST0049,2024-12-08,ORD007698,350.78,Product_20,2,pending,701.56,2024,12,8
Electronics,Hanoi,CUST0964,2024-08-12,ORD007699,826.17,Product_52,2,completed,1652.34,2024,8,12
Electronics,Haiphong,CUST0496,2024-10-09,ORD007700,787.03,Product_92,3,pending,2361.09,2024,10,9
Food,Danang,CUST0741,2024-02-12,ORD007701,504.23,Product_38,9,pending,4538.07,2024,2,12
Electronics,Haiphong,CUST0187,2024-10-25,ORD007702,701.39,Product_12,6,cancelled,4208.34,2024,10,25
Electronics,Danang,CUST0435,2024-12-02,ORD007703,223.82,Product_30,6,completed,1342.92,2024,12,2
Books,Haiphong,CUST0442,2024-06-15,ORD007704,199.31,Product_37,2,pending,398.62,2024,6,15
Electronics,Danang,CUST0526,2024-10-15,ORD007705,136.94,Product_1,8,completed,1095.52,2024,10,15
Food,Haiphong,CUST0098,2024-12-28,ORD007706,778.58,Product_39,9,cancelled,7007.22,2024,12,28
Food,Danang,CUST0494,2024-12-27,ORD007707,270.01,Product_82,9,pending,2430.09,2024,12,27
Food,Danang,CUST0609,2024-07-14,ORD007708,508.08,Product_17,9,completed,4572.72,2024,7,14
Books,Cantho,CUST0310,2024-01-27,ORD007709,181.29,Product_40,6,completed,1087.74,2024,1,27
Electronics,Cantho,CUST0927,2024-02-26,ORD007710,503.61,Product_93,8,completed,4028.88,2024,2,26
Books,Hanoi,CUST0251,2024-07-02,ORD007711,529.07,Product_10,5,completed,2645.3500000000004,2024,7,2
Toys,Danang,CUST0249,2024-01-11,ORD007712,968.03,Product_48,6,cancelled,5808.18,2024,1,11
Toys,Cantho,CUST0363,2024-11-16,ORD007713,697.29,Product_57,9,pending,6275.61,2024,11,16
Books,Hanoi,CUST0883,2024-03-15,ORD007714,354.47,Product_54,1,cancelled,354.47,2024,3,15
Toys,Hanoi,CUST0275,2024-07-12,ORD007715,384.76,Product_30,9,cancelled,3462.84,2024,7,12
Food,Danang,CUST0977,2024-07-09,ORD007716,56.33,Product_5,10,cancelled,563.3,2024,7,9
Food,Hanoi,CUST0206,2024-09-17,ORD007717,460.69,Product_45,6,pending,2764.14,2024,9,17
Books,Haiphong,CUST0505,2024-05-03,ORD007718,640.63,Product_95,5,completed,3203.15,2024,5,3
Clothing,Hanoi,CUST0875,2024-10-02,ORD007719,438.81,Product_96,4,pending,1755.24,2024,10,2
Toys,Danang,CUST0930,2024-03-02,ORD007720,858.79,Product_81,3,pending,2576.37,2024,3,2
Clothing,Danang,CUST0654,2024-05-11,ORD007721,209.84,Product_33,6,cancelled,1259.04,2024,5,11
Food,Hanoi,CUST0547,2024-08-06,ORD007722,899.01,Product_23,4,cancelled,3596.04,2024,8,6
Electronics,Haiphong,CUST0649,2024-06-24,ORD007723,541.95,Product_97,9,cancelled,4877.55,2024,6,24
Toys,HCM,CUST0980,2024-08-12,ORD007724,403.3,Product_35,6,completed,2419.8,2024,8,12
Food,Danang,CUST0743,2024-12-24,ORD007725,390.11,Product_91,9,completed,3510.9900000000002,2024,12,24
Food,Danang,CUST0032,2024-10-01,ORD007726,430.65,Product_29,9,cancelled,3875.85,2024,10,1
Clothing,Hanoi,CUST0744,2024-08-26,ORD007727,135.41,Product_10,6,completed,812.46,2024,8,26
Electronics,Hanoi,CUST0274,2024-06-13,ORD007728,593.61,Product_15,8,completed,4748.88,2024,6,13
Toys,Danang,CUST0728,2024-07-08,ORD007729,808.66,Product_16,4,cancelled,3234.64,2024,7,8
Clothing,Cantho,CUST0864,2024-12-19,ORD007730,853.45,Product_10,7,cancelled,5974.150000000001,2024,12,19
Electronics,Cantho,CUST0291,2024-06-26,ORD007731,309.94,Product_82,7,completed,2169.58,2024,6,26
Electronics,Hanoi,CUST0752,2024-03-15,ORD007732,522.24,Product_61,4,completed,2088.96,2024,3,15
Food,Haiphong,CUST0816,2024-01-05,ORD007733,283.52,Product_51,10,completed,2835.2,2024,1,5
Clothing,Danang,CUST0887,2024-11-03,ORD007734,396.31,Product_77,4,completed,1585.24,2024,11,3
Toys,Hanoi,CUST0011,2024-11-04,ORD007735,645.97,Product_81,2,completed,1291.94,2024,11,4
Electronics,Haiphong,CUST0385,2024-10-10,ORD007736,867.34,Product_38,10,completed,8673.4,2024,10,10
Electronics,Cantho,CUST0141,2024-11-28,ORD007737,971.53,Product_59,7,completed,6800.71,2024,11,28
Toys,Hanoi,CUST0326,2024-02-08,ORD007738,332.89,Product_84,4,cancelled,1331.56,2024,2,8
Food,Haiphong,CUST0671,2024-09-20,ORD007739,311.98,Product_24,9,pending,2807.82,2024,9,20
Food,Cantho,CUST0290,2024-11-15,ORD007740,889.88,Product_83,7,pending,6229.16,2024,11,15
Toys,Hanoi,CUST0076,2024-07-17,ORD007741,152.91,Product_12,2,pending,305.82,2024,7,17
Clothing,Danang,CUST0151,2024-04-08,ORD007742,338.27,Product_100,2,cancelled,676.54,2024,4,8
Books,Cantho,CUST0413,2024-08-24,ORD007743,715.02,Product_29,4,cancelled,2860.08,2024,8,24
Books,HCM,CUST0312,2024-02-24,ORD007744,979.36,Product_24,5,completed,4896.8,2024,2,24
Food,Hanoi,CUST0341,2024-12-23,ORD007745,756.13,Product_65,2,cancelled,1512.26,2024,12,23
Electronics,Cantho,CUST0275,2024-09-01,ORD007746,523.48,Product_20,1,pending,523.48,2024,9,1
Books,Danang,CUST0571,2024-01-12,ORD007747,606.62,Product_50,10,pending,6066.2,2024,1,12
Clothing,Hanoi,CUST0275,2024-08-23,ORD007748,465.81,Product_39,5,pending,2329.05,2024,8,23
Toys,HCM,CUST0118,2024-11-02,ORD007749,428.09,Product_17,5,pending,2140.45,2024,11,2
Toys,Cantho,CUST0669,2024-09-15,ORD007750,615.87,Product_68,2,completed,1231.74,2024,9,15
Toys,Haiphong,CUST0857,2024-10-15,ORD007751,935.61,Product_68,5,cancelled,4678.05,2024,10,15
Clothing,Hanoi,CUST0958,2024-07-23,ORD007752,34.82,Product_7,4,cancelled,139.28,2024,7,23
