category,city,customer_id,order_date,order_id,price,product_name,quantity,status,total_amount,year,month,day
Electronics,Cantho,CUST0796,2024-04-19,ORD006915,407.64,Product_78,10,cancelled,4076.3999999999996,2024,4,19
Books,Danang,CUST0935,2024-08-11,ORD006916,49.78,Product_66,6,cancelled,298.68,2024,8,11
Food,Hanoi,CUST0760,2024-08-27,ORD006917,873.6,Product_49,8,cancelled,6988.8,2024,8,27
Books,Hanoi,CUST0598,2024-09-03,ORD006918,113.89,Product_32,7,pending,797.23,2024,9,3
Toys,Hanoi,CUST0111,2024-12-26,ORD006919,61.71,Product_93,8,completed,493.68,2024,12,26
Toys,HCM,CUST0927,2024-11-28,ORD006920,370.55,Product_9,7,completed,2593.85,2024,11,28
Food,Cantho,CUST0633,2024-02-21,ORD006921,526.72,Product_90,5,completed,2633.6000000000004,2024,2,21
Books,Hanoi,CUST0599,2024-08-04,ORD006922,186.24,Product_20,4,pending,744.96,2024,8,4
Food,HCM,CUST0142,2024-09-30,ORD006923,935.65,Product_30,4,pending,3742.6,2024,9,30
Clothing,Haiphong,CUST0422,2024-05-26,ORD006924,480.36,Product_65,6,cancelled,2882.16,2024,5,26
Food,Cantho,CUST0818,2024-05-21,ORD006925,994.17,Product_13,6,cancelled,5965.0199999999995,2024,5,21
Books,Haiphong,CUST0147,2024-08-25,ORD006926,870.74,Product_4,5,cancelled,4353.7,2024,8,25
Books,Hanoi,CUST0040,2024-12-15,ORD006927,530.65,Product_32,3,cancelled,1591.9499999999998,2024,12,15
Clothing,Cantho,CUST0163,2024-11-22,ORD006928,831.77,Product_47,5,pending,4158.85,2024,11,22
Electronics,Cantho,CUST0375,2024-04-05,ORD006929,215.13,Product_51,7,completed,1505.9099999999999,2024,4,5
Electronics,Hanoi,CUST0836,2024-09-30,ORD006930,273.97,Product_59,10,completed,2739.7000000000003,2024,9,30
Clothing,Haiphong,CUST0529,2024-01-15,ORD006931,695.23,Product_28,8,cancelled,5561.84,2024,1,15
Books,HCM,CUST0544,2024-04-10,ORD006932,960.23,Product_15,1,completed,960.23,2024,4,10
Electronics,Cantho,CUST0492,2024-12-17,ORD006933,452.02,Product_97,5,completed,2260.1,2024,12,17
Clothing,Haiphong,CUST0580,2024-02-28,ORD006934,932.33,Product_83,3,cancelled,2796.9900000000002,2024,2,28
Food,HCM,CUST0227,2024-12-20,ORD006935,267.33,Product_60,9,cancelled,2405.97,2024,12,20
Clothing,Haiphong,CUST0142,2024-06-27,ORD006936,856.61,Product_74,2,pending,1713.22,2024,6,27
Electronics,Cantho,CUST0022,2024-07-24,ORD006937,597.27,Product_52,9,cancelled,5375.43,2024,7,24
Books,Cantho,CUST0191,2024-02-10,ORD006938,402.26,Product_80,10,pending,4022.6,2024,2,10
Toys,HCM,CUST0555,2024-08-06,ORD006939,553.54,Product_50,4,cancelled,2214.16,2024,8,6
Food,Danang,CUST0560,2024-08-14,ORD006940,788.11,Product_10,10,completed,7881.1,2024,8,14
Toys,Danang,CUST0093,2024-11-01,ORD006941,792.8,Product_95,10,completed,7928.0,2024,11,1
Clothing,Cantho,CUST0553,2024-10-21,ORD006942,663.04,Product_46,6,cancelled,3978.24,2024,10,21
Clothing,Cantho,CUST0256,2024-02-25,ORD006943,146.58,Product_65,5,completed,732.9000000000001,2024,2,25
Electronics,Hanoi,CUST0454,2024-09-14,ORD006944,393.77,Product_94,4,pending,1575.08,2024,9,14
Clothing,Cantho,CUST0255,2024-04-04,ORD006945,581.67,Product_49,3,pending,1745.0099999999998,2024,4,4
Clothing,Danang,CUST0667,2024-12-02,ORD006946,907.36,Product_20,1,cancelled,907.36,2024,12,2
Food,Haiphong,CUST0442,2024-09-10,ORD006947,545.24,Product_22,5,cancelled,2726.2,2024,9,10
Toys,Cantho,CUST0021,2024-04-25,ORD006948,95.46,Product_79,6,pending,572.76,2024,4,25
Books,Hanoi,CUST0452,2024-11-11,ORD006949,732.91,Product_61,6,cancelled,4397.46,2024,11,11
Electronics,Cantho,CUST0954,2024-12-31,ORD006950,888.24,Product_23,4,cancelled,3552.96,2024,12,31
Electronics,Cantho,CUST0282,2024-11-16,ORD006951,943.42,Product_93,6,pending,5660.5199999999995,2024,11,16
Food,Danang,CUST0930,2024-11-15,ORD006952,355.17,Product_61,4,completed,1420.68,2024,11,15
Toys,Hanoi,CUST0635,2024-08-21,ORD006953,955.64,Product_80,6,pending,5733.84,2024,8,21
Books,Hanoi,CUST0022,2024-11-25,ORD006954,410.3,Product_18,1,cancelled,410.3,2024,11,25
Books,Hanoi,CUST0903,2024-12-30,ORD006955,120.0,Product_18,5,pending,600.0,2024,12,30
Toys,Hanoi,CUST0301,2024-03-01,ORD006956,51.61,Product_59,4,pending,206.44,2024,3,1
Toys,HCM,CUST0855,2024-06-29,ORD006957,924.87,Product_60,10,cancelled,9248.7,2024,6,29
Clothing,Haiphong,CUST0006,2024-11-26,ORD006958,950.97,Product_59,10,completed,9509.7,2024,11,26
Electronics,Haiphong,CUST0092,2024-03-27,ORD006959,974.4,Product_1,7,pending,6820.8,2024,3,27
Electronics,Danang,CUST0058,2024-12-09,ORD006960,388.95,Product_94,5,cancelled,1944.75,2024,12,9
Books,Hanoi,CUST0415,2024-08-07,ORD006961,277.49,Product_65,5,cancelled,1387.45,2024,8,7
Food,HCM,CUST0815,2024-01-15,ORD006962,595.61,Product_31,6,completed,3573.66,2024,1,15
Food,Haiphong,CUST0769,2024-07-29,ORD006963,981.23,Product_57,4,completed,3924.92,2024,7,29
Clothing,Danang,CUST0793,2024-01-04,ORD006964,702.47,Product_21,7,completed,4917.29,2024,1,4
Electronics,HCM,CUST0304,2024-12-13,ORD006965,540.54,Product_19,6,cancelled,3243.24,2024,12,13
Clothing,Haiphong,CUST0846,2024-07-09,ORD006966,722.79,Product_17,9,completed,6505.11,2024,7,9
Toys,Haiphong,CUST0272,2024-06-25,ORD006967,622.61,Product_64,10,cancelled,6226.1,2024,6,25
Toys,Danang,CUST0105,2024-06-09,ORD006968,138.58,Product_71,5,cancelled,692.9000000000001,2024,6,9
Electronics,Haiphong,CUST0120,2024-06-05,ORD006969,366.73,Product_26,5,completed,1833.65,2024,6,5
Food,Danang,CUST0655,2024-08-19,ORD006970,272.77,Product_44,2,cancelled,545.54,2024,8,19
Clothing,Hanoi,CUST0646,2024-06-05,ORD006971,764.06,Product_23,8,pending,6112.48,2024,6,5
Clothing,Haiphong,CUST0705,2024-12-13,ORD006972,445.39,Product_83,6,completed,2672.34,2024,12,13
Clothing,Hanoi,CUST0171,2024-06-24,ORD006973,415.54,Product_54,2,completed,831.08,2024,6,24
Toys,Hanoi,CUST0249,2024-01-30,ORD006974,138.02,Product_82,1,cancelled,138.02,2024,1,30
Food,Haiphong,CUST0480,2024-12-28,ORD006975,615.22,Product_32,5,completed,3076.1000000000004,2024,12,28
Toys,Haiphong,CUST0148,2024-06-23,ORD006976,252.38,Product_7,2,completed,504.76,2024,6,23
Clothing,Cantho,CUST0745,2024-08-19,ORD006977,935.13,Product_23,10,pending,9351.3,2024,8,19
Electronics,Hanoi,CUST0182,2024-03-15,ORD006978,737.69,Product_45,8,pending,5901.52,2024,3,15
Clothing,HCM,CUST0589,2024-02-28,ORD006979,705.83,Product_24,3,pending,2117.4900000000002,2024,2,28
Books,Hanoi,CUST0549,2024-09-08,ORD006980,775.33,Product_75,9,pending,6977.97,2024,9,8
Toys,Haiphong,CUST0130,2024-11-03,ORD006981,189.73,Product_96,8,pending,1517.84,2024,11,3
Books,HCM,CUST0981,2024-05-31,ORD006982,338.25,Product_59,7,cancelled,2367.75,2024,5,31
Books,Hanoi,CUST0805,2024-03-11,ORD006983,264.26,Product_8,6,pending,1585.56,2024,3,11
Books,Hanoi,CUST0273,2024-08-21,ORD006984,756.66,Product_31,2,cancelled,1513.32,2024,8,21
Clothing,Hanoi,CUST0374,2024-12-26,ORD006985,945.91,Product_33,8,pending,7567.28,2024,12,26
Clothing,Danang,CUST0076,2024-03-22,ORD006986,131.69,Product_69,9,completed,1185.21,2024,3,22
Food,Haiphong,CUST0742,2024-12-02,ORD006987,99.67,Product_95,2,cancelled,199.34,2024,12,2
Books,Haiphong,CUST0848,2024-08-11,ORD006988,819.32,Product_38,2,cancelled,1638.64,2024,8,11
Books,HCM,CUST0100,2024-05-21,ORD006989,839.48,Product_20,2,completed,1678.96,2024,5,21
Clothing,Cantho,CUST0611,2024-10-09,ORD006990,177.4,Product_63,6,pending,1064.4,2024,10,9
Books,Cantho,CUST0805,2024-12-02,ORD006991,32.47,Product_98,10,completed,324.7,2024,12,2
Clothing,HCM,CUST0540,2024-01-08,ORD006992,336.14,Product_70,7,cancelled,2352.98,2024,1,8
Food,HCM,CUST0281,2024-06-18,ORD006993,394.27,Product_69,2,cancelled,788.54,2024,6,18
Food,Hanoi,CUST0672,2024-09-14,ORD006994,479.74,Product_21,8,cancelled,3837.92,2024,9,14
Electronics,Haiphong,CUST0865,2024-09-27,ORD006995,232.88,Product_23,4,pending,931.52,2024,9,27
Books,Haiphong,CUST0819,2024-04-27,ORD006996,468.75,Product_23,5,cancelled,2343.75,2024,4,27
Books,Cantho,CUST0282,2024-02-07,ORD006997,377.89,Product_20,2,pending,755.78,2024,2,7
Clothing,Danang,CUST0519,2024-02-09,ORD006998,994.43,Product_65,3,cancelled,2983.29,2024,2,9
Books,Danang,CUST0412,2024-09-07,ORD006999,488.34,Product_39,7,completed,3418.3799999999997,2024,9,7
Toys,Cantho,CUST0318,2024-08-23,ORD007000,960.06,Product_58,10,cancelled,9600.599999999999,2024,8,23
Food,Hanoi,CUST0680,2024-10-30,ORD007001,237.99,Product_45,3,completed,713.97,2024,10,30
Electronics,Hanoi,CUST0370,2024-10-13,ORD007002,51.69,Product_60,7,cancelled,361.83,2024,10,13
Toys,Haiphong,CUST0383,2024-09-16,ORD007003,379.1,Product_45,7,pending,2653.7000000000003,2024,9,16
Toys,Cantho,CUST0461,2024-07-18,ORD007004,887.74,Product_94,9,completed,7989.66,2024,7,18
Clothing,Cantho,CUST0036,2024-06-21,ORD007005,575.04,Product_81,4,completed,2300.16,2024,6,21
Electronics,Cantho,CUST0080,2024-10-29,ORD007006,820.5,Product_64,6,cancelled,4923.0,2024,10,29
Food,Hanoi,CUST0933,2024-06-02,ORD007007,58.16,Product_78,2,pending,116.32,2024,6,2
Toys,Hanoi,CUST0792,2024-12-20,ORD007008,988.74,Product_77,2,pending,1977.48,2024,12,20
Books,HCM,CUST0629,2024-04-10,ORD007009,626.49,Product_15,8,completed,5011.92,2024,4,10
Clothing,Cantho,CUST0518,2024-05-17,ORD007010,233.48,Product_46,8,pending,1867.84,2024,5,17
Toys,Hanoi,CUST0852,2024-06-30,ORD007011,609.82,Product_90,6,cancelled,3658.92,2024,6,30
Clothing,Cantho,CUST0383,2024-02-16,ORD007012,634.08,Product_75,10,completed,6340.8,2024,2,16
Clothing,Cantho,CUST0864,2024-09-16,ORD007013,351.18,Product_94,1,completed,351.18,2024,9,16
Books,Haiphong,CUST0631,2024-04-18,ORD007014,901.94,Product_97,7,pending,6313.58,2024,4,18
Food,Hanoi,CUST0169,2024-07-14,ORD007015,890.86,Product_52,10,cancelled,8908.6,2024,7,14
Electronics,Haiphong,CUST0296,2024-07-24,ORD007016,399.95,Product_42,6,completed,2399.7,2024,7,24
Food,Hanoi,CUST0227,2024-01-03,ORD007017,262.93,Product_50,10,cancelled,2629.3,2024,1,3
Food,Haiphong,CUST0161,2024-02-21,ORD007018,102.64,Product_29,7,cancelled,718.48,2024,2,21
Toys,HCM,CUST0749,2024-02-05,ORD007019,77.82,Product_88,6,completed,466.91999999999996,2024,2,5
Food,Cantho,CUST0114,2024-04-02,ORD007020,929.66,Product_57,10,completed,9296.6,2024,4,2
Electronics,HCM,CUST0009,2024-05-17,ORD007021,876.99,Product_22,1,completed,876.99,2024,5,17
Toys,HCM,CUST0096,2024-02-18,ORD007022,946.15,Product_8,7,completed,6623.05,2024,2,18
Clothing,Haiphong,CUST0481,2024-01-24,ORD007023,777.25,Product_11,7,pending,5440.75,2024,1,24
Books,Hanoi,CUST0705,2024-11-11,ORD007024,343.49,Product_77,2,pending,686.98,2024,11,11
Clothing,Cantho,CUST0907,2024-08-10,ORD007025,843.1,Product_27,6,pending,5058.6,2024,8,10
Toys,Haiphong,CUST0523,2024-02-26,ORD007026,387.2,Product_38,5,pending,1936.0,2024,2,26
Books,HCM,CUST0300,2024-08-20,ORD007027,614.28,Product_91,2,pending,1228.56,2024,8,20
Electronics,Danang,CUST0294,2024-02-28,ORD007028,700.5,Product_19,5,pending,3502.5,2024,2,28
Electronics,HCM,CUST0785,2024-04-17,ORD007029,941.34,Product_7,5,pending,4706.7,2024,4,17
Electronics,Haiphong,CUST0759,2024-01-15,ORD007030,689.42,Product_66,5,cancelled,3447.1,2024,1,15
Books,Haiphong,CUST0318,2024-01-28,ORD007031,952.32,Product_66,1,completed,952.32,2024,1,28
Toys,Hanoi,CUST0212,2024-02-20,ORD007032,304.35,Product_49,2,cancelled,608.7,2024,2,20
Toys,HCM,CUST0062,2024-10-28,ORD007033,674.49,Product_2,4,pending,2697.96,2024,10,28
Electronics,Danang,CUST0592,2024-08-30,ORD007034,637.08,Product_92,3,pending,1911.2400000000002,2024,8,30
Books,Cantho,CUST0752,2024-02-14,ORD007035,873.39,Product_99,4,pending,3493.56,2024,2,14
Electronics,Cantho,CUST0173,2024-12-22,ORD007036,757.7,Product_18,7,pending,5303.900000000001,2024,12,22
Electronics,Danang,CUST0353,2024-06-25,ORD007037,215.53,Product_75,9,pending,1939.77,2024,6,25
Food,HCM,CUST0413,2024-05-10,ORD007038,385.39,Product_11,5,cancelled,1926.9499999999998,2024,5,10
Books,HCM,CUST0812,2024-05-31,ORD007039,473.24,Product_74,6,cancelled,2839.44,2024,5,31
Clothing,Hanoi,CUST0530,2024-10-27,ORD007040,758.64,Product_80,6,cancelled,4551.84,2024,10,27
Food,Danang,CUST0613,2024-09-13,ORD007041,597.62,Product_39,1,cancelled,597.62,2024,9,13
Food,HCM,CUST0934,2024-09-23,ORD007042,338.86,Product_54,5,completed,1694.3000000000002,2024,9,23
Books,Haiphong,CUST0442,2024-12-02,ORD007043,491.49,Product_58,9,pending,4423.41,2024,12,2
Clothing,HCM,CUST0554,2024-01-25,ORD007044,778.79,Product_43,7,completed,5451.53,2024,1,25
Books,Haiphong,CUST0911,2024-04-25,ORD007045,40.91,Product_39,10,pending,409.09999999999997,2024,4,25
Food,Cantho,CUST0454,2024-05-12,ORD007046,373.46,Product_1,3,pending,1120.3799999999999,2024,5,12
Clothing,Danang,CUST0879,2024-02-07,ORD007047,755.95,Product_22,6,completed,4535.700000000001,2024,2,7
Food,Cantho,CUST0913,2024-01-15,ORD007048,345.53,Product_27,2,completed,691.06,2024,1,15
Food,HCM,CUST0401,2024-12-13,ORD007049,891.95,Product_60,8,completed,7135.6,2024,12,13
Food,Danang,CUST0298,2024-08-03,ORD007050,896.54,Product_86,8,pending,7172.32,2024,8,3
Clothing,HCM,CUST0855,2024-05-10,ORD007051,771.88,Product_62,5,cancelled,3859.4,2024,5,10
Toys,Danang,CUST0678,2024-10-22,ORD007052,900.61,Product_48,8,cancelled,7204.88,2024,10,22
Electronics,Danang,CUST0552,2024-05-14,ORD007053,52.38,Product_41,2,completed,104.76,2024,5,14
Electronics,Hanoi,CUST0116,2024-12-11,ORD007054,252.92,Product_52,9,cancelled,2276.2799999999997,2024,12,11
Toys,Hanoi,CUST0224,2024-07-24,ORD007055,262.75,Product_13,9,completed,2364.75,2024,7,24
Clothing,Hanoi,CUST0171,2024-02-11,ORD007056,474.74,Product_22,6,cancelled,2848.44,2024,2,11
Toys,Hanoi,CUST0504,2024-07-23,ORD007057,511.38,Product_13,1,cancelled,511.38,2024,7,23
Books,Haiphong,CUST0195,2024-02-12,ORD007058,771.98,Product_58,2,completed,1543.96,2024,2,12
Toys,Haiphong,CUST0669,2024-06-24,ORD007059,455.89,Product_72,6,cancelled,2735.34,2024,6,24
Toys,Hanoi,CUST0880,2024-06-24,ORD007060,128.75,Product_90,1,cancelled,128.75,2024,6,24
Toys,Cantho,CUST0933,2024-12-01,ORD007061,982.32,Product_15,1,pending,982.32,2024,12,1
Electronics,HCM,CUST0521,2024-09-29,ORD007062,761.09,Product_30,4,pending,3044.36,2024,9,29
Toys,Cantho,CUST0263,2024-07-20,ORD007063,666.23,Product_10,8,pending,5329.84,2024,7,20
Food,Danang,CUST0757,2024-09-12,ORD007064,556.58,Product_24,9,pending,5009.22,2024,9,12
Clothing,HCM,CUST0697,2024-03-01,ORD007065,761.83,Product_59,7,pending,5332.81,2024,3,1
Clothing,Haiphong,CUST0708,2024-12-08,ORD007066,477.08,Product_65,3,pending,1431.24,2024,12,8
Toys,Cantho,CUST0819,2024-12-11,ORD007067,235.35,Product_48,1,completed,235.35,2024,12,11
Toys,HCM,CUST0622,2024-11-16,ORD007068,644.02,Product_91,6,completed,3864.12,2024,11,16
Toys,Haiphong,CUST0572,2024-02-14,ORD007069,716.59,Product_65,4,cancelled,2866.36,2024,2,14
Electronics,Hanoi,CUST0432,2024-02-08,ORD007070,92.25,Product_60,5,completed,461.25,2024,2,8
Toys,Danang,CUST0631,2024-02-26,ORD007071,282.63,Product_99,7,completed,1978.4099999999999,2024,2,26
Toys,Danang,CUST0034,2024-03-29,ORD007072,668.75,Product_47,10,cancelled,6687.5,2024,3,29
Toys,Danang,CUST0026,2024-10-10,ORD007073,982.12,Product_40,10,pending,9821.2,2024,10,10
Food,Cantho,CUST0632,2024-12-10,ORD007074,242.42,Product_19,1,cancelled,242.42,2024,12,10
Clothing,Danang,CUST0977,2024-05-07,ORD007075,219.2,Product_59,2,cancelled,438.4,2024,5,7
Electronics,Cantho,CUST0823,2024-03-21,ORD007076,649.98,Product_47,8,cancelled,5199.84,2024,3,21
Books,Cantho,CUST0186,2024-08-15,ORD007077,793.77,Product_5,8,completed,6350.16,2024,8,15
Electronics,Hanoi,CUST0244,2024-07-26,ORD007078,772.16,Product_73,3,completed,2316.48,2024,7,26
Electronics,HCM,CUST0365,2024-02-16,ORD007079,466.17,Product_30,9,completed,4195.53,2024,2,16
Toys,HCM,CUST0161,2024-07-24,ORD007080,833.4,Product_28,4,pending,3333.6,2024,7,24
Electronics,Hanoi,CUST0531,2024-09-29,ORD007081,945.52,Product_14,6,cancelled,5673.12,2024,9,29
Books,HCM,CUST0497,2024-03-06,ORD007082,276.28,Product_98,4,cancelled,1105.12,2024,3,6
Food,Cantho,CUST0156,2024-05-24,ORD007083,893.38,Product_41,3,pending,2680.14,2024,5,24
Toys,Haiphong,CUST0027,2024-06-08,ORD007084,319.92,Product_32,2,cancelled,639.84,2024,6,8
Clothing,Hanoi,CUST0880,2024-04-10,ORD007085,45.45,Product_60,5,cancelled,227.25,2024,4,10
Food,Danang,CUST0857,2024-09-20,ORD007086,884.44,Product_75,10,pending,8844.400000000001,2024,9,20
Books,Cantho,CUST0700,2024-11-08,ORD007087,466.06,Product_36,8,cancelled,3728.48,2024,11,8
Food,Hanoi,CUST0615,2024-06-19,ORD007088,832.75,Product_66,4,pending,3331.0,2024,6,19
Food,Cantho,CUST0915,2024-05-24,ORD007089,857.72,Product_10,9,completed,7719.4800000000005,2024,5,24
Clothing,Cantho,CUST0269,2024-10-09,ORD007090,203.04,Product_95,1,cancelled,203.04,2024,10,9
Clothing,Hanoi,CUST0605,2024-01-04,ORD007091,568.43,Product_28,6,cancelled,3410.58,2024,1,4
Food,Hanoi,CUST0736,2024-02-17,ORD007092,459.88,Product_92,9,completed,4138.92,2024,2,17
Toys,Cantho,CUST0195,2024-03-28,ORD007093,226.59,Product_14,1,pending,226.59,2024,3,28
Books,Haiphong,CUST0575,2024-04-17,ORD007094,368.74,Product_37,5,pending,1843.7,2024,4,17
Electronics,Cantho,CUST0054,2024-01-26,ORD007095,692.13,Product_78,6,cancelled,4152.78,2024,1,26
Books,HCM,CUST0027,2024-09-08,ORD007096,828.8,Product_68,8,pending,6630.4,2024,9,8
Food,Danang,CUST0043,2024-11-09,ORD007097,256.61,Product_6,2,pending,513.22,2024,11,9
Electronics,Hanoi,CUST0530,2024-10-10,ORD007098,163.32,Product_67,1,pending,163.32,2024,10,10
Books,HCM,CUST0120,2024-09-11,ORD007099,165.63,Product_16,3,completed,496.89,2024,9,11
Food,HCM,CUST0339,2024-07-30,ORD007100,159.6,Product_51,6,cancelled,957.5999999999999,2024,7,30
Toys,Haiphong,CUST0942,2024-02-25,ORD007101,654.27,Product_23,1,pending,654.27,2024,2,25
Electronics,HCM,CUST0679,2024-07-31,ORD007102,602.8,Product_31,1,completed,602.8,2024,7,31
Toys,Hanoi,CUST0027,2024-09-21,ORD007103,421.96,Product_4,2,cancelled,843.92,2024,9,21
Clothing,Danang,CUST0725,2024-10-27,ORD007104,983.85,Product_62,6,pending,5903.1,2024,10,27
Books,Cantho,CUST0971,2024-10-11,ORD007105,269.98,Product_8,6,pending,1619.88,2024,10,11
Books,Danang,CUST0186,2024-04-17,ORD007106,272.04,Product_80,4,cancelled,1088.16,2024,4,17
Electronics,Danang,CUST0422,2024-02-23,ORD007107,947.55,Product_57,7,pending,6632.849999999999,2024,2,23
Clothing,Hanoi,CUST0263,2024-01-29,ORD007108,188.21,Product_18,8,completed,1505.68,2024,1,29
Books,HCM,CUST0432,2024-09-23,ORD007109,30.8,Product_17,10,completed,308.0,2024,9,23
Food,Haiphong,CUST0084,2024-02-13,ORD007110,284.96,Product_17,8,completed,2279.68,2024,2,13
Food,Cantho,CUST0442,2024-12-21,ORD007111,228.82,Product_91,7,pending,1601.74,2024,12,21
Electronics,Danang,CUST0561,2024-06-26,ORD007112,761.42,Product_56,3,completed,2284.2599999999998,2024,6,26
Food,HCM,CUST0143,2024-04-29,ORD007113,129.93,Product_14,4,completed,519.72,2024,4,29
Toys,Cantho,CUST0231,2024-03-07,ORD007114,728.91,Product_48,7,pending,5102.37,2024,3,7
Toys,Cantho,CUST0111,2024-07-23,ORD007115,674.83,Product_7,8,pending,5398.64,2024,7,23
Clothing,Haiphong,CUST0002,2024-01-06,ORD007116,523.6,Product_87,3,cancelled,1570.8000000000002,2024,1,6
Electronics,HCM,CUST0949,2024-09-16,ORD007117,537.07,Product_81,10,pending,5370.700000000001,2024,9,16
Electronics,Hanoi,CUST0651,2024-05-27,ORD007118,996.56,Product_67,6,cancelled,5979.36,2024,5,27
Clothing,HCM,CUST0999,2024-09-02,ORD007119,622.05,Product_70,4,cancelled,2488.2,2024,9,2
Toys,Cantho,CUST0033,2024-06-25,ORD007120,525.57,Product_59,1,completed,525.57,2024,6,25
Clothing,Hanoi,CUST0816,2024-07-23,ORD007121,785.31,Product_68,8,pending,6282.48,2024,7,23
Clothing,HCM,CUST0456,2024-07-26,ORD007122,826.55,Product_32,3,pending,2479.6499999999996,2024,7,26
Electronics,Danang,CUST0944,2024-04-24,ORD007123,51.83,Product_34,10,pending,518.3,2024,4,24
Food,Haiphong,CUST0462,2024-11-04,ORD007124,246.57,Product_75,5,pending,1232.85,2024,11,4
Clothing,Danang,CUST0916,2024-03-20,ORD007125,218.76,Product_3,2,pending,437.52,2024,3,20
Toys,Hanoi,CUST0059,2024-05-15,ORD007126,546.9,Product_87,9,cancelled,4922.099999999999,2024,5,15
